0.000000000000000000e+00,3.353505091584774505e+02
1.000000000000000021e-03,3.353280223698859572e+02
1.850000000000000082e-03,3.352946964899488762e+02
1.899999999999999996e-03,3.352922068274223761e+02
1.949999999999999910e-03,3.352894502471277178e+02
2.000000000000000042e-03,3.352868090672150743e+02
2.050000000000000173e-03,3.352841822524917461e+02
2.100000000000000304e-03,3.352818264138517179e+02
2.150000000000000435e-03,3.352806968503191456e+02
2.200000000000000566e-03,3.352791970071451715e+02
2.204721996152603745e-03,3.352790843353288324e+02
3.204721996152603766e-03,3.352546539263219643e+02
4.204721996152603787e-03,3.352289496640530615e+02
5.204721996152603808e-03,3.352021962177304317e+02
6.204721996152603829e-03,3.351745657473113624e+02
7.204721996152603850e-03,3.351460380479007881e+02
8.204721996152603003e-03,3.351168094711247250e+02
9.204721996152603891e-03,3.350861007950519479e+02
1.020472199615260478e-02,3.350559722442766883e+02
1.120472199615260567e-02,3.350261184230886329e+02
1.220472199615260656e-02,3.349960885537003605e+02
1.320472199615260744e-02,3.349661130054061573e+02
1.420472199615260833e-02,3.349378012184212139e+02
1.520472199615260922e-02,3.349111116708541545e+02
1.620472199615261011e-02,3.348868687220040670e+02
1.635965534615260383e-02,3.348821270857048376e+02
1.640965534615260527e-02,3.348803168275599091e+02
1.645965534615260670e-02,3.348774148229347816e+02
1.650965534615260813e-02,3.348738792345503157e+02
1.655965534615260956e-02,3.348709131733405115e+02
1.660965534615261099e-02,3.348668147295761628e+02
1.665965534615261243e-02,3.348644394189030322e+02
1.670965534615261386e-02,3.348634803327275904e+02
1.674809025294916875e-02,3.348638098129203513e+02
1.774809025294916964e-02,3.348871144760167340e+02
1.874809025294917053e-02,3.349108425417869626e+02
1.974809025294917142e-02,3.349364425990084442e+02
2.074809025294917231e-02,3.349635549851355449e+02
2.174809025294917320e-02,3.349917018964294471e+02
2.274809025294917408e-02,3.350205701073380169e+02
2.374809025294917497e-02,3.350480210367513223e+02
2.474809025294917586e-02,3.350756336740439565e+02
2.574809025294917675e-02,3.351030593646374882e+02
2.674809025294917764e-02,3.351305564707344615e+02
2.774809025294917852e-02,3.351569189499851973e+02
2.874809025294917941e-02,3.351818690733142603e+02
2.974809025294918030e-02,3.352064693923042000e+02
3.074809025294918119e-02,3.352295466206124956e+02
3.174809025294918208e-02,3.352525192877682230e+02
3.274809025294918297e-02,3.352728341160839136e+02
3.374809025294918385e-02,3.352927620972560590e+02
3.474809025294918474e-02,3.353106196843514795e+02
3.574809025294918563e-02,3.353269330309695988e+02
3.674809025294918652e-02,3.353418503159277861e+02
3.774809025294918741e-02,3.353551526884179452e+02
3.874809025294918829e-02,3.353663986673012118e+02
3.974809025294918918e-02,3.353754017550045887e+02
4.074809025294919007e-02,3.353833327152536299e+02
4.174809025294919096e-02,3.353878917083482634e+02
4.274809025294919185e-02,3.353912443780237709e+02
4.374809025294919274e-02,3.353920251838161448e+02
4.474809025294919362e-02,3.353914403951988561e+02
4.574809025294919451e-02,3.353881899089406033e+02
4.674809025294919540e-02,3.353824617670048838e+02
4.774809025294919629e-02,3.353750240100247879e+02
4.874809025294919718e-02,3.353659299104712659e+02
4.974809025294919806e-02,3.353552478391116551e+02
5.074809025294919895e-02,3.353411846802401897e+02
5.174809025294919984e-02,3.353256018928759659e+02
5.274809025294920073e-02,3.353086842425702230e+02
5.374809025294920162e-02,3.352911895520621215e+02
5.474809025294920251e-02,3.352704886368523489e+02
5.574809025294920339e-02,3.352485434952964169e+02
5.674809025294920428e-02,3.352257045921524536e+02
5.774809025294920517e-02,3.352026897512723735e+02
5.874809025294920606e-02,3.351774772757053142e+02
5.974809025294920695e-02,3.351513299323175943e+02
6.074809025294920783e-02,3.351233011791601939e+02
6.174809025294920872e-02,3.350963795254903062e+02
6.274809025294920961e-02,3.350679367470403349e+02
6.374809025294921050e-02,3.350390905762398575e+02
6.474809025294921139e-02,3.350090490346991032e+02
6.574809025294921228e-02,3.349799115421841407e+02
6.674809025294921316e-02,3.349518963051818901e+02
6.774809025294921405e-02,3.349236120216663721e+02
6.874809025294921494e-02,3.348962928016314322e+02
6.974809025294921583e-02,3.348696473965819678e+02
7.044809025294916649e-02,3.348536174726107220e+02
7.049809025294916098e-02,3.348516632635777910e+02
7.054809025294915548e-02,3.348483509645056984e+02
7.059809025294914997e-02,3.348442300432144521e+02
7.064809025294914446e-02,3.348388662999419694e+02
7.069809025294913896e-02,3.348349279270127568e+02
7.074809025294913345e-02,3.348318380434377559e+02
7.079809025294912794e-02,3.348304460945140022e+02
7.083939267937904016e-02,3.348306419354588002e+02
7.183939267937904105e-02,3.348543604344471305e+02
7.283939267937904194e-02,3.348800129100993672e+02
7.383939267937904283e-02,3.349067065971067905e+02
7.483939267937904372e-02,3.349341050771910204e+02
7.583939267937904460e-02,3.349630109285627100e+02
7.683939267937904549e-02,3.349907883234001247e+02
7.783939267937904638e-02,3.350193034793068136e+02
7.883939267937904727e-02,3.350470760724352886e+02
7.983939267937904816e-02,3.350761351992721870e+02
8.083939267937904904e-02,3.351021875217722936e+02
8.183939267937904993e-02,3.351280107023476376e+02
8.283939267937905082e-02,3.351533056288448620e+02
8.383939267937905171e-02,3.351779955742425727e+02
8.483939267937905260e-02,3.352010814495993714e+02
8.583939267937905349e-02,3.352226015809483215e+02
8.683939267937905437e-02,3.352431607667077174e+02
8.783939267937905526e-02,3.352626899991090568e+02
8.883939267937905615e-02,3.352809111187695521e+02
8.983939267937905704e-02,3.352959863711035950e+02
9.083939267937905793e-02,3.353095950200463449e+02
9.183939267937905881e-02,3.353217506577685754e+02
9.283939267937905970e-02,3.353324056191966065e+02
9.383939267937906059e-02,3.353411995181526777e+02
9.483939267937906148e-02,3.353462107233928577e+02
9.583939267937906237e-02,3.353501881587067146e+02
9.683939267937906326e-02,3.353531108153376863e+02
9.783939267937906414e-02,3.353527595199977895e+02
9.883939267937906503e-02,3.353503272716528159e+02
9.983939267937906592e-02,3.353446711620163114e+02
1.008393926793790668e-01,3.353379486253563186e+02
1.018393926793790677e-01,3.353301384423218678e+02
1.028393926793790686e-01,3.353192992448600194e+02
1.038393926793790695e-01,3.353063669496046941e+02
1.048393926793790704e-01,3.352907340064787149e+02
1.058393926793790712e-01,3.352750555498886342e+02
1.068393926793790721e-01,3.352568006329320269e+02
1.078393926793790730e-01,3.352368860422635066e+02
1.088393926793790739e-01,3.352154018964639590e+02
1.098393926793790748e-01,3.351926154364045374e+02
1.108393926793790757e-01,3.351686173757042297e+02
1.118393926793790766e-01,3.351434166549093447e+02
1.128393926793790775e-01,3.351170689579711848e+02
1.138393926793790784e-01,3.350898238157632250e+02
1.148393926793790792e-01,3.350619123981645657e+02
1.158393926793790801e-01,3.350333643196875641e+02
1.168393926793790810e-01,3.350042089098151905e+02
1.178393926793790819e-01,3.349747466368430082e+02
1.188393926793790828e-01,3.349453003018358004e+02
1.198393926793790837e-01,3.349160924721747392e+02
1.208393926793790846e-01,3.348873186571421456e+02
1.218393926793790855e-01,3.348593081909344278e+02
1.228393926793790863e-01,3.348316890476594949e+02
1.238393926793790872e-01,3.348078661960891509e+02
1.245393926793790379e-01,3.347918927950925081e+02
1.245893926793790324e-01,3.347888309021258806e+02
1.246393926793790269e-01,3.347852075097595730e+02
1.246893926793790214e-01,3.347805483975949983e+02
1.247393926793790159e-01,3.347755891369993719e+02
1.247893926793790104e-01,3.347710207313119213e+02
1.248393926793790049e-01,3.347675716877670880e+02
1.248893926793789994e-01,3.347658898488523960e+02
1.249306951058089116e-01,3.347660318893381373e+02
1.259306951058088986e-01,3.347893547993435845e+02
1.269306951058088995e-01,3.348129551335794645e+02
1.279306951058089004e-01,3.348384910836620634e+02
1.289306951058089012e-01,3.348656836636352523e+02
1.299306951058089021e-01,3.348941073518729468e+02
1.309306951058089030e-01,3.349230795445664057e+02
1.319306951058089039e-01,3.349515704139974446e+02
1.329306951058089048e-01,3.349788653485177292e+02
1.339306951058089057e-01,3.350079723043040758e+02
1.349306951058089066e-01,3.350355283242606674e+02
1.359306951058089075e-01,3.350624611469877436e+02
1.369306951058089084e-01,3.350875171342740373e+02
1.379306951058089092e-01,3.351126990397327177e+02
1.389306951058089101e-01,3.351378214452921611e+02
1.399306951058089110e-01,3.351607313213377211e+02
1.409306951058089119e-01,3.351823282685456320e+02
1.419306951058089128e-01,3.352015955211426217e+02
1.429306951058089137e-01,3.352211492977431817e+02
1.439306951058089146e-01,3.352382158449200347e+02
1.449306951058089155e-01,3.352533957378986429e+02
1.459306951058089163e-01,3.352666635946048928e+02
1.469306951058089172e-01,3.352773678329317590e+02
1.479306951058089181e-01,3.352875053474808169e+02
1.489306951058089190e-01,3.352948742763322230e+02
