"x"
-2.2201108462766e-05
-0.13067385170564
-0.263019007736525
-0.393708761200548
-0.52474951837181
-0.655907834682515
-0.789958338574168
-0.920480874013839
-1.05690741518119
-1.19856129279027
-1.32329741390357
-1.46936377539062
-1.60527675667423
-1.75543674390814
-1.88456605649907
-2.01531183943678
-2.15392700088674
-2.29605279353764
-2.4346025900559
-2.56948288581742
-2.72769131792777
-2.86983842675696
-3.0047476871036
-3.14624704196996
-3.30136442721179
-3.44560095910457
-3.5878734258613
-3.75018234435832
-3.90388567450384
-4.05718047675214
-4.23384838157778
-4.38961467813084
-4.52319174853099
-4.7119477001274
-4.87039752675066
-5.01842926170925
-5.18207229756497
-5.30009378954842
-5.42607841966333
-5.53582831507783
-5.68401841264191
-5.83611006104482
-6.0015530418927
-6.1652706707992
-6.33725033890243
-6.42031942485064
-6.53113289701141
-6.67781839447303
-6.89267362806372
-7.04160747200841
-7.21386623339415
-7.37540822668872
-7.52902130937733
-7.69176984666593
-7.81645083815572
-7.97989679177606
-8.1236993485219
-8.25801880096314
-8.41694576789634
-8.63256354766749
-8.80989576090808
-9.08092911339147
-9.19386368269594
-9.38504811720386
-9.59453448286045
-9.75574765927879
-10.0029592155151
-10.203992476884
-10.3883688545468
-10.5744273614391
-10.6909608089224
-10.859784702099
-11.0321618930748
-11.1777449186694
-11.4053813206293
-11.6007444356492
-11.8065574874054
-11.9521727782657
-12.2321690663576
-12.4756346487319
-12.7372432101793
-12.9523598947482
-13.1054806850592
-13.3191767255166
-13.5308046987785
-13.7535866553707
-13.8801527095356
-13.9945275299634
-14.2953571479676
-14.4538062320623
-14.5488868894275
-14.8634849535752
-15.0115014125987
-15.2493725400815
-15.5760863195422
-15.8948340337389
-16.1319578797778
-16.2516713687419
-16.511196282907
-16.7700271848002
-16.9081095160571
-17.2387274366703
-17.3508721556565
-17.4213634383515
-17.6030149392999
-17.8231879396261
-18.0207732306347
-18.0754629113445
-18.2791743009723
-18.5534977828009
-18.5757766449211
-18.7185154931457
-18.7124300549212
-18.8397986655184
-18.8763690235753
-19.0759080210246
-19.2817459536863
-19.6309223811243
-19.9987356688488
-20.415917482005
-20.6558323125813
-20.8397868523399
-21.0368264460922
-21.0652761189921
-21.0434210595555
-21.4426228820314
-21.6443006427591
-21.9830116589521
-22.2321852736431
-22.7740718705565
-23.3155922061891
-23.3372433317085
-23.5498196200698
-23.8246128251654
-23.8472085082553
-23.6568564838544
-23.9010791752836
-24.2827197796582
-24.6611959448596
-24.7924310809814
-25.0574493171693
-25.2435387319939
-25.6758579897932
-26.0227429818345
-26.1387098778403
-26.4751034817772
-26.7512642353332
-26.8939823223566
-26.88299481254
-26.9075784297928
-27.0393616184326
